# model,cylinder,fuel,transmission,type,Y_train
-2.197755941854261652e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00
1.968855211713338993e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015846497427792705e-02,1.431634673897857590e+00,1.000000000000000000e+00
6.173430931600462079e-01,3.107861666000752976e-01,-3.038805715977164645e+00,7.486027137183247360e-02,4.595018940363954085e-01,0.000000000000000000e+00
-1.692800767382901528e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631455048837756e+00,9.455682839671264439e-01,0.000000000000000000e+00
-1.713707721280349205e-01,-1.277343263119469219e+00,3.331012692290019839e+00,-4.015843615378558024e-02,-5.126308858250666622e-01,0.000000000000000000e+00
-1.214447231756917267e+00,5.754744048866657913e-01,1.461034881564278742e-01,-4.015837241429188326e-02,3.784908290479401249e-01,1.000000000000000000e+00
1.287417688699619367e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015839816207676660e-02,9.455682839671264439e-01,1.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-2.695976908597011446e-01,1.000000000000000000e+00
1.042546235938698773e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00
6.742899426393300644e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631678271421729e+00,-1.484763665686528844e+00,1.000000000000000000e+00
-8.215139703498587354e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843039602397940e-02,7.025350890017609817e-01,0.000000000000000000e+00
1.165931076477147110e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,1.431634673897857590e+00,1.000000000000000000e+00
-1.350170556349210349e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-1.034115541739184962e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015851400071703686e-02,7.025350890017609817e-01,0.000000000000000000e+00
8.821459432387160904e-01,-1.277343263119469219e+00,1.461034881564278742e-01,5.150355451514521121e-01,-1.484763665686528844e+00,1.000000000000000000e+00
1.040648007622722693e+00,1.104850881459847667e+00,1.461034881564278742e-01,-2.589737581432666413e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.443183743832040511e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
1.233318181694299742e+00,1.104850881459847667e+00,3.331012692290019839e+00,-2.589738745370949058e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-9.354341117301366582e-02,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,0.000000000000000000e+00
2.557305989665938362e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631657530834037e+00,-1.484763665686528844e+00,0.000000000000000000e+00
6.401218329517597283e-01,-1.277343263119469219e+00,1.738558090223224051e+00,1.234631773880441319e+00,2.974797640594852299e-01,1.000000000000000000e+00
-8.765625915131664003e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00
-6.402331661741385016e-01,-3.659537407698786105e+00,1.461034881564278742e-01,2.803194586878736683e-01,1.188601478932491906e+00,0.000000000000000000e+00
1.337720739072986831e+00,-1.277343263119469219e+00,1.461034881564278742e-01,7.664705155476071452e-01,-1.484763665686528844e+00,0.000000000000000000e+00
1.487680776035100960e+00,1.104850881459847667e+00,3.331012692290019839e+00,1.234627949515547662e+00,4.595018940363954085e-01,1.000000000000000000e+00
-1.100553532798349554e+00,3.107861666000752976e-01,1.461034881564278742e-01,-8.900185761766035153e-01,-7.556640807904322354e-01,0.000000000000000000e+00
3.525402430813763810e-01,3.107861666000752976e-01,1.461034881564278742e-01,-2.589738856222238983e+00,7.025350890017609817e-01,1.000000000000000000e+00
1.452563552189542584e+00,3.107861666000752976e-01,1.461034881564278742e-01,7.529704395905525427e-01,-1.484763665686528844e+00,0.000000000000000000e+00
-1.922512836037723327e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00
9.874976147753911082e-01,1.104850881459847667e+00,-3.038805715977164645e+00,7.295642481629244225e-01,4.595018940363954085e-01,0.000000000000000000e+00
-8.746643631971903199e-01,4.609792831348476227e-02,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-8.746643631971903199e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,1.000000000000000000e+00
-1.988950827096887808e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015850697544203624e-02,-5.126308858250666622e-01,0.000000000000000000e+00
-1.147060126539764635e+00,-2.185903099731064669e-01,1.461034881564278742e-01,-2.589738709131078842e+00,7.025350890017609817e-01,1.000000000000000000e+00
5.822258693144878317e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015831599604272051e-02,-5.126308858250666622e-01,1.000000000000000000e+00
-4.143439965729792673e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00
1.042546235938698773e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00
-5.196956681096543962e-01,-7.479667865462878984e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-1.011336801947471553e+00,6.869219766403820149e-01,1.461034881564278742e-01,-1.206237371839579575e+00,7.025350890017609817e-01,0.000000000000000000e+00
1.104238656207922942e+00,1.104851050999954509e+00,1.461034881564278742e-01,8.964873439227698526e-01,4.595018940363954085e-01,0.000000000000000000e+00
1.228546168482649026e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631724305284894e+00,7.025350890017609817e-01,1.000000000000000000e+00
8.498760618671219458e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-9.986972757557976976e-01,1.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-6.212508830143772531e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631648852963171e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-4.247842523108479873e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234631825912693825e+00,1.188601478932491906e+00,0.000000000000000000e+00
7.264912213286736087e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015461179845265099e-02,4.595018940363954085e-01,0.000000000000000000e+00
-5.073571840558095403e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-1.287989273319050998e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-3.165852383002086823e-01,9.521460231133692664e-01,1.461034881564278742e-01,-2.517580929299752857e+00,9.455682839671264439e-01,0.000000000000000000e+00
-4.143439965729792673e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00
5.328719330991085190e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,1.431634673897857590e+00,1.000000000000000000e+00
-1.109095560220242138e+00,3.107861666000752976e-01,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00
9.324489936120834432e-01,-1.277343263119469219e+00,1.461034881564278742e-01,4.559805683236921037e-01,7.025350890017609817e-01,1.000000000000000000e+00
1.608218274099584955e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-1.522909333103037888e+00,1.104850881459847667e+00,1.461034881564278742e-01,8.097017038690320634e-01,9.455682839671264439e-01,0.000000000000000000e+00
-8.499873950895006081e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-9.553390666261757369e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,1.000000000000000000e+00
1.680350950106677788e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,2.164686990710298908e-01,1.000000000000000000e+00
1.674656265158749546e+00,4.609792831348476227e-02,3.331012692290019839e+00,1.131441852359054812e+00,-1.484763665686528844e+00,1.000000000000000000e+00
1.227623496746371279e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015864874985063809e-02,7.025350890017609817e-01,0.000000000000000000e+00
1.238037310062529706e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.210097872509159789e+00,7.025350890017609817e-01,1.000000000000000000e+00
-1.115765801747868879e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015826795236883406e-02,4.595018940363954085e-01,1.000000000000000000e+00
7.976747831777784015e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631773880441319e+00,-1.484763665686528844e+00,1.000000000000000000e+00
8.973317697665250670e-01,1.104850881459847667e+00,1.461034881564278742e-01,7.560741826026875501e-01,1.188601478932491906e+00,0.000000000000000000e+00
-9.031377879368321926e-01,-1.277343263119469219e+00,1.461034881564278742e-01,9.068285987860719155e-01,2.164686990710298908e-01,0.000000000000000000e+00
-1.738358246966328569e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.314948646188012438e+00,4.595018940363954085e-01,0.000000000000000000e+00
-4.314280514167644354e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234631837758658701e+00,1.188601478932491906e+00,0.000000000000000000e+00
-7.512795226587419828e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015833977412087974e-02,-1.484763665686528844e+00,1.000000000000000000e+00
-1.380542209404828302e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
9.618715325097134672e-01,1.104850881459847667e+00,3.331012692290019839e+00,-1.894398736006456252e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.582703525056285976e+00,3.107861666000752976e-01,1.461034881564278742e-01,6.193736085089343035e-01,7.025350890017609817e-01,0.000000000000000000e+00
-1.713707721280349205e-01,2.692980311179391961e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,0.000000000000000000e+00
-1.381491323562816342e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015852733388243501e-02,7.025350890017609817e-01,1.000000000000000000e+00
-1.356814355455126853e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631657530834037e+00,7.025350890017609817e-01,1.000000000000000000e+00
8.204270805477816009e-02,4.609792831348476227e-02,1.461034881564278742e-01,7.573153034840778008e-02,7.025350890017609817e-01,1.000000000000000000e+00
-9.354341117301366582e-02,3.107766378806691709e-01,3.331012692290019839e+00,-9.962510936794556349e-01,7.025350890017609817e-01,0.000000000000000000e+00
3.525402430813763810e-01,3.107861666000752976e-01,1.461034881564278742e-01,-2.589738856222238983e+00,7.025350890017609817e-01,1.000000000000000000e+00
1.143152336685433701e+00,-7.479667865462878984e-01,1.461034881564278742e-01,8.097017038690320634e-01,5.405129590248507476e-01,1.000000000000000000e+00
-1.738358246966328569e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015853113305394018e-02,9.455682839671264439e-01,0.000000000000000000e+00
1.186811587952884661e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,0.000000000000000000e+00
6.638496869014613999e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-2.428452006159532300e-03,3.107864624122507746e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-2.656435103525445207e-02,0.000000000000000000e+00
-5.196956681096543962e-01,-2.185903099731064669e-01,1.461034881564278742e-01,-1.314948646188012438e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-1.590296438320190520e+00,3.107861666000752976e-01,1.461034881564278742e-01,3.981888740975038643e-01,7.025350890017609817e-01,1.000000000000000000e+00
-4.665452752623228116e-01,3.107861666000752976e-01,1.461034881564278742e-01,-8.900185761766035153e-01,-1.484763665686528844e+00,0.000000000000000000e+00
-1.291325478553950301e+00,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631678901173091e+00,7.025350890017609817e-01,1.000000000000000000e+00
-6.933835590214700861e-01,5.754744048866657913e-01,1.461034881564278742e-01,2.557084723943147883e-03,-1.484763665686528844e+00,0.000000000000000000e+00
3.525402430813763810e-01,3.107861666000752976e-01,1.461034881564278742e-01,-1.739878716199421582e+00,7.025350890017609817e-01,1.000000000000000000e+00
-1.328340930715484758e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015847922097794814e-02,7.025350890017609817e-01,1.000000000000000000e+00
-2.624857312948890575e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015837447893192552e-02,4.595018940363954085e-01,0.000000000000000000e+00
-9.562881807841637771e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-1.260953825498332348e+00,-2.185903099731064669e-01,1.461034881564278742e-01,-1.247410079843765729e+00,7.025350890017609817e-01,0.000000000000000000e+00
-3.820741152013851227e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-2.589737581432666413e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.097047942805210764e-02,-1.277343187948377423e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
2.263080600689638677e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-9.876089479977698815e-01,1.104850881459847667e+00,1.461034881564278742e-01,3.374234506610766793e-02,-7.556640807904322354e-01,0.000000000000000000e+00
-5.196956681096543962e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.589738856222238983e+00,-1.484763665686528844e+00,0.000000000000000000e+00
7.122545089588526723e-01,7.185492330399236849e-01,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,1.000000000000000000e+00
-3.602444895676596426e-01,1.104850881459847667e+00,1.461034881564278742e-01,-2.589738856222238983e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.738358246966328569e+00,1.104850881459847667e+00,1.461034881564278742e-01,8.097017038690320634e-01,6.215240240133056426e-01,0.000000000000000000e+00
-5.462973069550305233e-02,-9.885923204199527081e-01,1.461034881564278742e-01,-4.015857415056554858e-02,-7.556640807904322354e-01,0.000000000000000000e+00
-1.100553532798349554e+00,5.754744048866657913e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00
6.220886639499865201e-01,3.107861666000752976e-01,1.461034881564278742e-01,7.111797233969532339e-01,-1.484763665686528844e+00,1.000000000000000000e+00
5.006020517275143744e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631849477639598e+00,-2.695976908597011446e-01,1.000000000000000000e+00
6.742899426393300644e-01,-7.479667865462878984e-01,1.461034881564278742e-01,1.234631773880441319e+00,-1.484763665686528844e+00,1.000000000000000000e+00
-8.442927101415722557e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.123198996852101672e+00,-1.484763665686528844e+00,1.000000000000000000e+00
